latitude,longitude,dbscan_cluster,hdbscan_cluster
52.475576,-1.887313,0,83
52.705148,-2.43997,0,37
50.558831,-4.689387,0,-1
54.629882,-3.556772,0,4
50.934752,-1.27783,0,-1
51.457292,-3.185699,0,28
52.53216,-1.784406,0,83
52.041576,1.193965,0,52
51.592797,-3.009062,0,26
50.846313,-0.195567,0,77
51.349691,-2.973284,0,44
51.140839,1.291862,0,51
51.472362,-0.069446,0,-1
52.477797,-2.14451,0,83
53.233292,-0.512064,0,33
51.736487,0.477139,0,75
52.756883,-1.707953,0,-1
53.347704,-3.338562,0,-1
53.301408,-1.104221,0,-1
54.875607,-1.600284,0,-1
52.632901,-1.131836,0,90
51.93462,1.015701,0,58
54.066248,-2.801777,0,49
53.398747,-2.923807,0,96
52.857176,-1.68585,0,-1
50.955681,-2.65055,0,34
52.923294,-1.499594,0,94
53.31966,-2.693391,0,81
52.729807,-2.439833,0,37
50.730104,-1.939079,0,57
51.517885,-0.13858,0,139
52.284692,-1.942154,0,82
53.612327,-2.604599,0,-1
52.24228,-0.873919,0,55
51.72883,0.469667,0,75
52.502589,-1.984223,0,83
52.243455,0.405745,0,-1
50.715246,-2.466931,0,-1
52.120989,-0.481449,0,61
51.267993,-1.086898,0,66
51.431164,-0.306611,0,-1
51.590179,-4.005813,0,24
51.877031,-0.41318,0,92
51.587214,-0.328993,0,-1
50.803875,-1.137652,0,72
53.169853,-3.075466,0,-1
53.805401,-3.054511,0,71
54.615449,-1.575289,0,12
53.320417,-1.111059,0,-1
54.897847,-1.493799,0,-1
51.506553,-0.104775,0,-1
51.574759,-0.317587,0,-1
52.504882,-1.750978,0,83
53.003584,-1.688693,0,-1
51.42989,-2.62513,0,48
51.631722,-0.052745,0,-1
51.574365,0.49214,0,102
53.820508,-1.581267,0,121
51.606619,0.044313,0,-1
50.956225,-1.449445,0,63
52.328803,-2.268472,0,80
53.850474,-1.597081,0,121
51.752378,-4.210662,0,-1
52.536275,-2.001431,0,83
51.572223,0.166935,0,-1
51.798777,1.076759,0,58
50.461925,-3.524731,0,18
51.619443,-0.077598,0,-1
51.577177,-0.097913,0,-1
51.446952,-0.411152,0,-1
52.682125,-1.934488,0,83
54.971429,-1.676252,0,16
54.76203,-1.393221,0,-1
52.611757,1.725625,0,9
53.391536,-2.966071,0,96
51.262665,-0.430743,0,-1
53.176264,-1.387303,0,107
50.37331,-4.77774,0,6
53.382014,-2.493179,0,-1
53.793056,-1.752028,0,120
53.429938,-2.804634,0,-1
51.479984,-0.460566,0,-1
53.710938,-2.63239,0,65
52.05126,1.143597,0,52
51.547486,-0.073233,0,-1
52.477401,-2.111853,0,83
51.857552,-4.313669,0,-1
53.102208,-2.039778,0,-1
54.591114,-1.353949,0,13
53.485017,-2.902171,0,96
51.55272,-0.306414,0,-1
53.000419,-1.165759,0,100
53.724817,-1.888995,0,114
52.507803,-1.984678,0,83
52.596492,-0.247606,0,40
52.892611,-3.039559,0,-1
51.441971,-0.104385,0,-1
53.922228,-1.077481,0,36
53.375386,-3.089868,0,-1
51.212392,-1.520255,0,-1
52.050349,-2.717941,0,-1
51.628023,-0.772094,0,98
51.514707,-0.375547,0,126
52.638358,-1.129437,0,90
54.662354,-2.765728,0,-1
52.60929,1.725149,0,9
51.877705,0.549045,0,-1
55.161344,-1.587765,0,15
53.778925,-1.711078,0,120
51.47627,0.187326,0,-1
50.722044,-3.534293,0,17
53.788971,-1.540219,0,121
55.183677,-1.567857,0,15
54.645899,-5.678499,1,0
51.487865,-0.080919,0,-1
51.568193,-0.227085,0,-1
53.556011,-1.126599,0,112
53.622432,-1.172749,0,-1
51.748922,0.452407,0,75
51.366282,-0.028284,0,-1
53.335334,-3.402768,0,31
54.712909,-1.673735,0,-1
51.541559,0.145908,0,-1
53.33061,-3.102796,0,-1
51.536107,-0.11455,0,-1
53.555744,-0.109841,0,30
52.22626,-0.267448,0,-1
50.834322,-0.403287,0,78
51.492075,-0.100881,0,140
53.137837,-1.244943,0,97
51.339262,0.735327,0,93
51.089542,-1.814389,0,-1
53.349746,-2.213439,0,-1
51.343434,1.391136,0,50
53.422261,-2.856495,0,-1
54.53703,-1.550386,0,11
55.013656,-1.669026,0,16
51.519157,-0.734624,0,-1
51.613973,0.041856,0,-1
52.472895,-1.78259,0,83
54.585047,-5.896507,1,0
51.439093,-0.170591,0,-1
50.726652,-1.836906,0,57
50.420594,-3.583654,0,18
53.963874,-1.058632,0,36
55.020315,-1.475319,0,20
50.953387,-1.453934,0,63
54.53215,-1.560175,0,11
53.867721,-1.9171,0,-1
53.680465,-1.50387,0,118
51.486505,-3.249036,0,28
54.696849,-1.748865,0,-1
52.641179,-1.107406,0,90
53.643961,-1.760617,0,115
51.509282,-0.199802,0,-1
51.575935,-0.071973,0,132
53.369487,-2.861493,0,96
51.469827,-0.06843,0,-1
52.784013,-1.220033,0,89
51.491686,0.084516,0,128
51.552216,-0.350614,0,-1
51.276859,1.106171,0,59
50.283877,-3.776554,0,-1
53.409398,-1.387088,0,-1
51.500908,-0.2334,0,-1
51.629866,-0.398167,0,123
52.385709,-2.166938,0,-1
51.793674,-0.197707,0,113
53.796411,-1.042289,0,-1
50.890196,-1.366426,0,63
52.584296,-2.124597,0,83
53.2353,-1.430133,0,107
52.049147,-0.755977,0,60
52.241671,-0.878958,0,55
51.614116,-0.762937,0,98
52.500538,-1.832023,0,83
53.558364,-0.634504,0,45
51.536235,0.722623,0,103
51.514012,-0.131078,0,139
51.4656,-2.500895,0,48
51.514247,-0.139406,0,139
53.767625,-2.711237,0,65
51.507828,-0.270512,0,-1
51.612818,-0.144809,0,-1
51.455293,-0.114715,0,136
53.042653,-1.402219,0,-1
51.471228,-0.4512,0,-1
52.804497,-2.115792,0,-1
52.454572,-2.105747,0,83
54.70637,-1.222159,0,14
54.644725,-3.545013,0,4
52.751349,0.431328,0,27
51.575913,0.108427,0,-1
54.587634,-5.698092,1,0
53.691663,-1.642181,0,119
51.591224,-0.067716,0,132
52.518623,-2.073951,0,83
53.750884,-2.505073,0,69
52.918809,-1.207247,0,100
54.966646,-1.548555,0,16
53.263993,-1.357505,0,-1
53.729191,-1.554498,0,-1
51.547263,0.025915,0,135
51.293787,1.0632,0,59
55.065603,-1.541462,0,-1
53.461293,-2.905976,0,96
51.682294,-4.160171,0,24
51.617685,-0.30989,0,-1
52.581743,-2.147509,0,83
54.083904,-0.189083,0,21
52.631529,-1.089192,0,90
53.597068,-1.307512,0,-1
52.555793,-1.827757,0,83
51.52904,-0.087435,0,138
53.737133,-2.480834,0,69
53.388766,-2.589893,0,91
51.45783,-0.111415,0,136
53.320617,-1.127208,0,-1
51.570218,-0.013844,0,133
52.997991,-2.168772,0,64
52.591214,-0.283694,0,40
51.289504,-3.011835,0,44
51.508688,-0.012674,0,-1
51.557074,-0.284888,0,-1
52.496017,-0.960971,0,-1
53.966683,-1.082505,0,36
53.583616,-1.790503,0,-1
52.900105,-3.03171,0,-1
52.532122,-2.044564,0,83
51.749325,-1.2449,0,23
53.936067,-1.371356,0,-1
53.254609,-1.915364,0,-1
50.467344,-3.529217,0,18
51.541576,-0.146237,0,-1
53.568917,-1.450176,0,111
50.803664,-1.085077,0,72
52.329026,-2.284733,0,80
53.451664,-1.29747,0,-1
52.954374,-1.154231,0,100
51.566564,-0.155278,0,-1
54.896544,-1.539002,0,16
51.679041,-1.279479,0,23
51.49645,-0.093409,0,140
53.406159,-2.993735,0,96
51.522472,-0.166574,0,139
53.315073,-3.498716,0,31
52.773719,-1.207116,0,89
51.524844,-0.123934,0,139
51.493705,-3.181659,0,28
51.519119,-0.056615,0,138
51.582992,0.16433,0,-1
51.410544,0.902873,0,-1
53.96122,-2.025721,0,-1
55.039084,-1.438224,0,-1
52.687512,-1.531747,0,-1
50.732403,-3.503358,0,17
50.862815,-3.39002,0,-1
51.404014,-2.590001,0,48
51.498725,-2.624444,0,48
53.509688,-1.293209,0,-1
52.632743,-1.153471,0,90
51.518813,-0.253895,0,-1
53.152962,-1.194987,0,97
54.400184,-5.899545,1,0
53.423728,-2.834629,0,-1
54.989975,-1.605478,0,16
53.607538,-1.34242,0,-1
51.608489,-0.023945,0,-1
54.587913,-1.341929,0,13
52.314626,0.06138,0,-1
51.589461,-0.163994,0,-1
51.391507,-2.350342,0,47
53.443681,-2.991298,0,96
51.011979,-3.099907,0,42
53.775358,-1.707977,0,120
50.346231,-4.760893,0,6
51.481461,-3.179557,0,28
51.439335,-0.18851,0,-1
52.460694,-1.874959,0,83
51.663819,-0.289695,0,-1
53.839229,-0.228111,0,32
52.956,-1.147709,0,100
50.943674,-2.66853,0,34
51.994178,-0.231646,0,101
51.466527,-0.051594,0,-1
51.742441,-0.335106,0,113
53.675443,-2.832332,0,-1
53.956851,-1.073348,0,36
53.374329,-3.015045,0,96
51.430057,-0.128529,0,-1
53.337201,-2.675549,0,81
51.512445,-0.30468,0,127
51.513791,-0.304443,0,127
51.508091,-0.603357,0,122
51.589807,-1.764842,0,22
53.14254,-4.274345,0,-1
53.482482,-2.890198,0,96
53.923587,-3.038103,0,71
53.960958,-1.133538,0,36
53.802314,-1.673232,0,121
54.836071,-1.547833,0,-1
51.556348,0.206718,0,-1
50.604927,-2.458559,0,-1
51.82109,-3.009049,0,-1
51.698295,-0.190082,0,-1
51.483883,-0.030618,0,131
54.966018,-1.456487,0,20
51.585274,-0.27876,0,-1
54.543023,-1.934491,0,-1
52.585988,-1.984193,0,83
54.735607,-1.376688,0,-1
51.076693,-1.320817,0,-1
51.622692,-3.924452,0,24
51.137548,-3.010381,0,43
52.272057,-0.844117,0,55
52.410442,-1.826867,0,83
52.659302,-1.165214,0,90
51.389129,-0.108783,0,129
51.130841,0.855699,0,46
53.378019,-2.749312,0,81
50.970976,0.095898,0,-1
53.504023,-1.368326,0,-1
53.809735,-1.506552,0,121
50.795286,-1.126559,0,72
50.783282,-0.672838,0,76
50.755658,-1.644658,0,57
51.522434,0.014953,0,135
52.739286,0.414848,0,27
52.47673,-1.732733,0,83
51.384742,0.524176,0,105
51.594208,-0.261386,0,-1
53.725818,-1.811955,0,-1
52.524861,-2.109969,0,83
51.559308,-0.215817,0,-1
51.23511,-0.573993,0,-1
51.577486,0.182214,0,-1
53.320976,-1.4616,0,-1
53.795751,-1.541949,0,121
51.19862,0.063329,0,-1
50.7169,-3.476541,0,17
52.613554,1.718818,0,9
51.023938,-0.449155,0,-1
51.244411,-0.575683,0,-1
51.568771,-0.364112,0,-1
53.405173,-2.983574,0,96
53.228521,-1.427797,0,107
51.446793,-0.219227,0,-1
52.999512,-2.154698,0,64
51.125264,-2.747369,0,-1
53.681411,-1.355078,0,108
52.385634,-1.472927,0,86
51.537845,0.037999,0,-1
53.841659,-0.422152,0,32
53.748165,-2.463977,0,69
50.718508,-1.885762,0,57
51.007821,-0.951018,0,-1
52.452729,-1.733761,0,83
53.22598,-1.273247,0,-1
54.999402,-7.322812,1,1
51.461961,-2.623941,0,48
53.788741,-2.243653,0,70
51.623456,-3.938108,0,24
54.527442,-1.357534,0,13
54.546225,-3.589776,0,4
51.438051,0.230667,0,-1
51.747053,-0.473135,0,109
51.421391,-0.748472,0,88
51.201187,-0.596783,0,-1
51.511025,-0.372017,0,126
54.990267,-7.313186,1,1
53.142416,0.343471,0,-1
51.233405,-0.575006,0,-1
53.267792,-1.22129,0,-1
51.581481,-3.455546,0,-1
50.750763,-1.971258,0,57
54.541043,-1.600699,0,11
52.91752,-1.494708,0,94
52.536466,-2.387948,0,-1
51.594693,-0.111778,0,-1
53.198633,-1.398645,0,107
52.223956,0.09933,0,41
53.962669,-1.080749,0,36
52.26048,-0.831627,0,55
51.596276,-0.212852,0,-1
51.918595,-0.436333,0,92
53.781615,-2.238391,0,70
51.505066,-0.017558,0,-1
50.698551,-3.484532,0,17
53.099418,-1.348593,0,-1
51.416461,-0.025018,0,-1
53.764863,-0.29398,0,32
50.746755,-2.72399,0,-1
51.59125,-0.164592,0,-1
52.241781,-0.878223,0,55
51.495129,-0.13824,0,-1
51.76108,-2.5182,0,-1
53.993807,-1.517573,0,-1
50.975596,-3.232171,0,-1
53.813154,-1.601919,0,121
53.954421,-1.063649,0,36
51.667135,-0.292679,0,-1
51.438269,-0.314147,0,-1
52.542075,-1.86249,0,83
52.441212,-1.837765,0,83
54.566278,-5.932513,1,0
51.740269,-1.61036,0,23
53.814758,-1.504033,0,121
53.826233,-1.453748,0,121
50.742041,-1.929398,0,57
51.482961,-0.114568,0,-1
51.591621,0.231773,0,-1
51.532825,-2.581631,0,48
53.779936,-2.232949,0,70
50.972713,-2.207846,0,-1
52.20322,-2.177008,0,74
53.3618,-2.993454,0,-1
53.429057,-1.335093,0,116
52.793789,-1.195091,0,89
51.944299,-3.380013,0,-1
54.871746,-1.368263,0,-1
53.618577,-1.27165,0,-1
54.071667,-2.870421,0,49
54.9728,-1.529225,0,16
53.821031,-3.051455,0,71
51.496546,-0.476979,0,-1
53.820603,-3.052098,0,71
50.903621,-1.333961,0,63
51.474692,-3.276359,0,28
53.303738,-1.476015,0,-1
53.68181,-1.529653,0,118
53.416815,-2.942134,0,96
51.885985,0.934541,0,58
55.023963,-1.456814,0,20
53.186026,-2.838101,0,79
50.735253,-3.504838,0,17
52.462203,1.741201,0,9
51.574941,0.09258,0,-1
53.549858,-1.483196,0,111
52.273409,-0.887552,0,55
51.36707,0.056655,0,-1
51.463029,-0.111502,0,136
50.659829,-1.16242,0,-1
52.560507,-1.966708,0,83
53.795742,-1.764825,0,120
51.774717,-3.302158,0,-1
52.571466,0.815937,0,-1
53.487111,-1.25654,0,-1
52.980327,-1.174651,0,100
52.610914,1.315642,0,10
53.955006,-1.124472,0,36
53.599132,-2.848737,0,-1
53.68731,-1.596156,0,-1
51.498023,-0.398226,0,126
51.734806,-0.463922,0,109
51.596908,-1.782837,0,22
51.516684,-0.150751,0,139
51.844788,-2.151674,0,-1
51.287908,-1.051585,0,66
51.913638,-0.535343,0,92
52.494791,-1.966978,0,83
51.570863,0.179267,0,-1
52.919552,-1.490713,0,94
51.528233,-0.026225,0,-1
54.769926,-1.405119,0,-1
53.768447,-2.722554,0,65
53.815849,-1.553185,0,121
53.01111,-2.216771,0,64
54.757549,-1.322539,0,-1
51.571463,-2.990683,0,26
51.854483,-4.308763,0,-1
53.675233,-1.541897,0,118
51.613267,-0.111513,0,-1
53.18608,-0.422075,0,33
51.413392,0.022062,0,-1
51.350022,0.787803,0,93
53.721526,-1.35695,0,108
51.492744,-2.464031,0,48
51.435698,0.760469,0,93
51.58783,-2.995745,0,26
51.472129,0.162361,0,-1
50.924053,-1.434885,0,63
51.212777,0.277952,0,-1
51.27464,0.516073,0,104
51.442226,-2.616896,0,48
54.63265,-1.642093,0,12
54.695063,-1.217813,0,14
51.547319,-0.030055,0,-1
54.801206,-1.357137,0,-1
52.236462,-0.900499,0,55
51.439775,-3.550171,0,-1
52.664564,0.158689,0,27
51.538645,0.127658,0,-1
52.912191,-1.478621,0,94
51.387119,0.5623,0,105
53.280433,-2.896881,0,79
51.514437,-0.199988,0,137
52.618331,-1.168549,0,90
52.473968,-2.038867,0,83
51.513469,-0.149901,0,139
51.304531,-0.767232,0,88
53.38492,-2.467744,0,-1
51.526016,-0.026451,0,-1
54.917198,-1.441186,0,19
53.002883,-1.177559,0,100
51.52702,-0.164748,0,-1
52.0276,-4.569965,0,-1
51.612814,-0.176726,0,-1
52.502852,-1.827786,0,83
53.68091,-1.302535,0,108
52.910072,-1.513099,0,94
53.811863,-1.688193,0,120
52.935973,-1.13184,0,100
52.674708,1.683188,0,9
52.470358,-1.945724,0,83
53.812619,-1.51074,0,121
51.139431,0.860476,0,46
53.118549,-1.280319,0,97
53.431238,-2.811778,0,-1
52.861471,-3.051767,0,-1
53.792394,-1.819324,0,120
51.549267,-0.075541,0,-1
51.686366,-0.029395,0,-1
51.725148,-0.315427,0,113
51.412227,-0.833818,0,-1
51.546694,-0.233776,0,130
51.386934,-0.118805,0,129
53.759598,-0.265931,0,32
51.337429,1.424685,0,50
54.542321,-1.552229,0,11
50.689294,-2.110962,0,-1
52.092697,-0.250715,0,-1
52.58688,-0.249377,0,40
54.888103,-2.933741,0,3
51.588974,-1.129572,0,23
52.482652,-1.804909,0,83
51.817333,-0.796552,0,62
51.515358,-3.566154,0,24
53.803848,-1.634972,0,121
53.338595,-2.675451,0,81
52.570992,-2.021557,0,83
51.545483,-0.097115,0,-1
52.626352,1.727723,0,9
51.916635,-0.660931,0,-1
51.143424,0.855718,0,46
51.51176,-0.131163,0,139
54.961226,-1.835942,0,-1
53.373246,-0.010026,0,-1
51.540253,-0.096194,0,-1
54.974553,-1.655356,0,16
51.574994,-0.369315,0,-1
53.816956,-3.039505,0,71
53.111791,-2.233934,0,64
53.811077,-1.774717,0,120
51.512558,-2.622039,0,48
51.44931,-2.576453,0,48
51.477479,-0.098607,0,-1
51.237242,-0.577752,0,-1
51.561256,-0.001928,0,-1
52.231662,0.709176,0,-1
50.471055,-4.732362,0,6
50.543726,-3.598869,0,18
52.529843,-1.437594,0,86
53.751558,-0.34777,0,32
51.445664,-2.614424,0,48
51.503136,-0.38286,0,126
51.019659,-0.45205,0,-1
51.61304,-2.963714,0,26
52.452161,-1.942833,0,83
51.60599,-0.127643,0,-1
52.624396,-2.182442,0,83
51.537489,-0.142005,0,-1
52.60126,-1.672681,0,-1
53.393948,-1.427175,0,117
54.725731,-1.380457,0,-1
54.777464,-1.644393,0,-1
54.979325,-1.571719,0,16
53.428824,-1.376951,0,116
51.529437,0.018751,0,135
50.909323,-1.340522,0,63
53.85483,-3.029376,0,71
53.75125,-2.449225,0,69
52.651217,1.259852,0,10
51.705135,-0.038638,0,-1
51.652648,-0.407844,0,123
53.382697,-1.468624,0,117
51.374093,-2.366264,0,47
53.3385,-2.722337,0,81
51.222672,-0.585748,0,-1
51.842647,-2.220324,0,39
51.560886,-0.200794,0,-1
54.579482,-1.04961,0,-1
53.779015,-3.035411,0,71
53.228138,-0.542354,0,33
51.431966,-0.018192,0,-1
52.034736,-0.773164,0,60
51.522118,-0.42311,0,-1
52.710946,-2.001615,0,83
52.299579,0.496968,0,-1
53.639276,-2.973752,0,-1
51.287726,1.070342,0,59
51.607632,-0.649448,0,-1
54.527617,-3.562996,0,4
51.205415,-1.166207,0,66
51.416802,-0.95969,0,87
51.583846,-0.033343,0,133
50.84104,-0.122725,0,77
51.438023,-2.004411,0,-1
53.824577,-1.731273,0,120
52.42375,-1.910283,0,83
51.693997,-0.181355,0,-1
52.193163,-2.253785,0,74
51.700137,0.113042,0,-1
51.352836,-0.716937,0,88
53.140106,-1.149557,0,97
53.376798,-1.464053,0,117
53.842194,-1.770446,0,120
51.583729,-0.184014,0,-1
53.676193,-1.539192,0,118
50.823492,-0.15503,0,77
53.723507,-1.575775,0,-1
53.568523,-0.113211,0,30
51.335233,-2.902337,0,44
53.973612,-1.070736,0,36
54.776714,-1.632833,0,-1
54.706826,-1.24889,0,14
54.948346,-1.683978,0,-1
51.57108,0.144599,0,-1
51.500447,-0.186131,0,-1
52.400582,-1.594973,0,86
54.557827,-1.203292,0,13
51.461685,-2.497427,0,48
51.47743,0.322929,0,124
53.55445,-1.51505,0,111
51.413713,0.022723,0,-1
54.499824,-6.145711,1,0
53.338316,-2.669199,0,81
52.388583,-1.259934,0,-1
52.930824,-1.525259,0,94
51.992256,-2.158275,0,-1
51.400243,0.099304,0,-1
51.547425,0.076332,0,-1
52.02161,-0.776795,0,60
51.494368,-0.147534,0,-1
51.338116,-1.983657,0,-1
52.54869,-1.392934,0,86
51.103098,-0.170817,0,110
51.3993,-0.245857,0,125
51.587876,-3.804333,0,24
51.724412,0.493174,0,75
50.800584,-1.099541,0,72
51.035609,-2.800606,0,-1
51.642801,-3.965547,0,24
51.491604,-0.149605,0,-1
51.786783,-3.251719,0,-1
52.518969,-1.993811,0,83
51.520193,0.555897,0,-1
54.289852,-0.406021,0,21
53.821875,-3.039263,0,71
51.620277,-3.534243,0,24
51.526632,-0.085907,0,138
53.471694,-1.254911,0,-1
53.749131,-2.458271,0,69
51.528721,-0.270153,0,-1
51.573323,0.193008,0,-1
54.906887,-1.50479,0,-1
51.738563,-4.30024,0,-1
51.990344,-0.753803,0,60
54.568889,-1.309878,0,13
53.624276,-1.410016,0,-1
51.987987,-0.971995,0,-1
51.622822,-3.454398,0,29
53.550022,-1.827012,0,-1
52.550357,-1.842393,0,83
52.946195,0.498987,0,-1
51.390398,1.402892,0,50
53.303738,-1.476015,0,-1
52.064799,-1.34999,0,23
51.335248,-0.073733,0,-1
51.799802,-0.17929,0,113
53.771725,-0.278481,0,32
54.975199,-1.588438,0,16
52.965358,-4.296078,0,-1
51.349819,-0.161756,0,-1
50.738809,-4.004085,0,-1
54.118903,-1.184958,0,-1
52.543847,-1.923752,0,83
53.642489,-1.785311,0,115
52.530141,-2.07002,0,83
50.863152,-1.282063,0,-1
50.370101,-4.160242,0,8
51.749401,-0.497274,0,109
51.816513,-3.062232,0,-1
51.557236,0.142332,0,-1
51.657468,-0.399926,0,123
50.945324,-2.671107,0,34
53.367409,-2.723698,0,81
53.781121,-2.271745,0,70
55.049072,-6.941723,1,-1
51.999677,-0.826905,0,60
51.612027,-0.072307,0,132
52.46313,-1.721777,0,83
53.401758,-1.46968,0,117
53.229634,-1.446552,0,107
50.911046,0.576547,0,54
53.815474,-1.469896,0,121
51.561379,0.485745,0,102
55.207633,-6.655869,1,0
51.39858,-0.172826,0,-1
54.574989,-5.957637,1,0
53.146099,-1.197089,0,97
51.892142,-0.52133,0,92
53.424022,-3.072451,0,-1
51.150945,-1.440241,0,-1
51.405678,-1.515361,0,-1
52.569789,-2.130383,0,83
53.433223,-1.350591,0,116
53.553338,-1.482867,0,111
50.905238,-1.405418,0,63
51.55041,0.073813,0,134
50.468732,-3.529671,0,18
52.340568,-1.577953,0,-1
53.106481,-1.241937,0,97
53.645102,-1.760641,0,115
51.556354,-0.005028,0,-1
51.526016,-0.026451,0,-1
53.869516,-0.951271,0,-1
51.49871,-0.060711,0,-1
53.687079,-1.488499,0,118
51.279431,-1.076592,0,66
52.936123,-0.662532,0,33
51.312045,0.901557,0,-1
51.56688,-0.287058,0,-1
55.04487,-5.964515,1,-1
51.262618,-0.546971,0,-1
54.529652,-3.595175,0,4
51.254489,-0.163053,0,110
53.819352,-1.710633,0,120
54.733194,-5.827365,1,0
54.620593,-6.217835,1,0
52.807044,0.016467,0,-1
52.287181,-1.568112,0,85
52.278984,-1.177375,0,-1
51.06901,-1.318546,0,-1
52.571797,-1.805739,0,83
54.564919,-1.312002,0,13
52.441736,-1.939866,0,83
54.976511,-1.49331,0,20
51.494629,-0.224336,0,-1
51.4703,-2.528071,0,48
51.843329,1.15696,0,58
51.439934,0.270851,0,-1
51.471176,-0.367159,0,126
51.486228,-2.61049,0,48
53.468629,-2.7256,0,95
52.990497,-1.983214,0,-1
51.720536,-4.243364,0,-1
53.94649,-1.072405,0,36
51.735018,-1.202462,0,23
53.565857,-0.083265,0,30
53.867301,-1.907901,0,-1
51.508231,0.043739,0,-1
51.488858,-3.172719,0,28
51.529964,-0.698384,0,-1
53.362128,-1.364926,0,-1
51.419556,-0.152516,0,-1
51.438329,-0.417163,0,-1
51.330864,0.359039,0,-1
51.492618,-2.679628,0,48
53.179649,-4.060265,0,-1
51.518241,-0.062822,0,138
51.373106,0.506267,0,105
51.489141,-0.208186,0,-1
52.987211,-1.157821,0,100
53.252809,-1.435357,0,107
52.59499,-0.207315,0,40
51.461626,-0.00981,0,131
53.697225,-2.471898,0,69
51.534768,-0.190534,0,-1
53.030463,-2.146041,0,64
53.056097,-2.192871,0,64
52.294485,-1.538217,0,85
51.408648,-2.576776,0,48
52.406851,-1.528475,0,86
52.6823,-0.318364,0,-1
51.656729,-3.192011,0,-1
51.504377,-0.333365,0,-1
52.651286,1.271066,0,10
53.80154,-1.900347,0,-1
53.81555,-1.764046,0,120
51.885133,0.84326,0,58
53.378835,-2.661596,0,-1
51.379109,-0.103132,0,129
51.431215,0.367357,0,124
50.719904,-3.535002,0,17
52.986403,-0.040175,0,35
51.215586,0.246173,0,-1
52.773758,-1.197462,0,89
52.493876,-1.819367,0,83
51.911379,-2.096874,0,38
52.591181,-2.096776,0,83
52.485562,-1.952288,0,83
50.299941,-4.916988,0,6
53.659077,-1.437495,0,-1
51.42199,0.385867,0,124
54.923052,-1.470219,0,-1
52.256867,-1.160746,0,-1
51.908283,-1.835619,0,-1
54.963296,-1.518653,0,-1
51.890853,-0.428678,0,92
51.526719,-0.442369,0,-1
51.587147,-3.306458,0,29
52.24138,-3.368899,0,-1
53.795602,-3.053658,0,71
52.160253,-2.251946,0,74
51.65478,-0.400613,0,123
51.425039,-0.357757,0,-1
51.460288,-0.117215,0,136
52.173057,0.151981,0,41
52.002133,-4.264413,0,-1
51.426365,-0.318656,0,-1
53.747648,-0.332212,0,32
51.651645,-0.072665,0,-1
51.72178,-3.352581,0,-1
52.422673,-2.198473,0,-1
51.539239,-0.38086,0,126
51.61163,-3.033338,0,26
51.48721,-3.160348,0,28
52.06151,0.710199,0,-1
51.372214,-2.128958,0,-1
51.262908,0.536247,0,104
52.504811,-1.935134,0,83
52.665929,1.293388,0,10
53.343315,-1.356794,0,117
51.616391,-0.259513,0,-1
53.824012,-1.465687,0,121
51.4753,-0.061128,0,-1
51.388375,0.556721,0,105
52.50571,-2.079248,0,83
52.504516,-1.752424,0,83
51.544143,0.71085,0,103
53.32034,-1.341947,0,-1
51.513825,-0.187098,0,139
55.11327,-1.523923,0,15
51.512966,-0.181008,0,139
51.813697,-0.828244,0,62
51.605481,-3.35715,0,29
53.806579,-1.476681,0,121
50.79121,-1.121499,0,72
52.464638,1.722469,0,9
51.377354,0.538273,0,105
51.577909,-2.957213,0,26
51.587951,-0.067162,0,132
54.585841,-5.973028,1,0
51.480914,-0.442461,0,-1
51.80169,-0.101952,0,-1
50.794318,-0.676938,0,76
51.797923,-3.21235,0,-1
53.680495,-1.498086,0,118
52.357752,-1.023417,0,-1
54.553642,-1.147094,0,13
53.504103,-1.071881,0,-1
51.914947,-2.098234,0,38
51.412197,-0.421833,0,-1
51.531735,-0.103467,0,-1
54.842462,-1.464174,0,-1
52.497824,-1.814358,0,83
51.548609,-0.172663,0,-1
53.915128,-1.686039,0,-1
53.687354,-1.598594,0,119
50.713581,-1.980798,0,57
54.579945,-0.984788,0,-1
51.336541,0.541171,0,105
51.50009,-0.164303,0,-1
53.829094,-3.021254,0,71
54.998913,-1.432079,0,20
51.569566,-0.122285,0,-1
52.48627,1.749242,0,9
51.489399,-0.015313,0,-1
52.436807,-1.915493,0,83
51.50737,-0.217702,0,137
51.549947,-0.469124,0,-1
51.893986,0.891439,0,58
51.559323,-0.065246,0,-1
53.775166,-1.549914,0,121
51.492925,-0.198084,0,-1
51.452862,0.308281,0,-1
53.243672,-2.624324,0,-1
53.565681,-1.438009,0,111
51.598752,-0.352624,0,-1
51.491064,-2.573451,0,48
52.602889,-0.280459,0,40
53.748091,-1.476173,0,-1
52.41225,0.732793,0,-1
51.590856,-1.441955,0,-1
51.249691,-0.766778,0,88
51.920839,-0.42657,0,92
51.271737,1.063353,0,59
50.905845,-1.394032,0,63
51.527312,-0.212195,0,-1
53.606779,-0.835201,0,-1
53.742003,-1.880323,0,114
51.486603,-2.754531,0,-1
52.678206,-1.18957,0,90
51.062339,-1.312418,0,-1
50.85394,0.561079,0,54
51.477404,0.182427,0,-1
51.441535,-1.060422,0,87
53.962102,-1.078216,0,36
51.886689,-0.431991,0,92
51.932689,-2.149768,0,-1
51.562434,-0.093219,0,-1
53.342598,-2.737186,0,81
51.495553,-2.620741,0,48
54.870008,-2.953969,0,3
50.935341,-2.645683,0,34
54.766236,-3.327621,0,-1
